cycog_iid	cycog_cns_product
CyCOG_60029267	hypothetical protein
CyCOG_60029268	hypothetical protein
CyCOG_60029269	hypothetical protein
CyCOG_60029270	hypothetical protein
CyCOG_60029271	hypothetical protein
CyCOG_60029272	hypothetical protein
CyCOG_60029273	Domain of unknown function (DUF1815)
CyCOG_60029274	hypothetical protein
CyCOG_60029275	hypothetical protein
CyCOG_60029276	hypothetical protein
CyCOG_60029277	hypothetical protein
CyCOG_60029278	hypothetical protein
CyCOG_60029279	hypothetical protein
CyCOG_60029280	hypothetical protein
CyCOG_60029281	hypothetical protein
CyCOG_60029282	hypothetical protein
CyCOG_60029283	hypothetical protein
CyCOG_60029284	hypothetical protein
CyCOG_60029285	hypothetical protein
CyCOG_60029286	hypothetical protein
CyCOG_60029287	hypothetical protein
CyCOG_60029288	hypothetical protein
CyCOG_60029289	hypothetical protein
CyCOG_60029290	hypothetical protein
CyCOG_60029291	hypothetical protein
CyCOG_60029292	hypothetical protein
CyCOG_60029293	hypothetical protein
CyCOG_60029294	hypothetical protein
CyCOG_60029295	probable tpr domain protein
CyCOG_60029296	PRMT5 arginine-N-methyltransferase
CyCOG_60029297	hypothetical protein
CyCOG_60029298	hypothetical protein
CyCOG_60029299	hypothetical protein
CyCOG_60029300	hypothetical protein
CyCOG_60029301	hypothetical protein
CyCOG_60029302	hypothetical protein
CyCOG_60029303	hypothetical protein
CyCOG_60029304	molecular chaperone DnaK
CyCOG_60029305	hypothetical protein
CyCOG_60029306	molecular chaperone DnaK
CyCOG_60029307	hypothetical protein
CyCOG_60029308	hypothetical protein
CyCOG_60029309	hypothetical protein
CyCOG_60029310	hypothetical protein
CyCOG_60029311	hypothetical protein
CyCOG_60029312	hypothetical protein
CyCOG_60029313	hypothetical protein
CyCOG_60029314	Glycosyl transferase family 2
CyCOG_60029315	Glycosyltransferase, GT2 family
CyCOG_60029316	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60029317	GTP cyclohydrolase I
CyCOG_60029318	GTP cyclohydrolase I
CyCOG_60029319	GTP cyclohydrolase I
CyCOG_60029320	hypothetical protein
CyCOG_60029321	hypothetical protein
CyCOG_60029322	hypothetical protein
CyCOG_60029323	hypothetical protein
CyCOG_60029324	hypothetical protein
CyCOG_60029325	hypothetical protein
CyCOG_60029326	hypothetical protein
CyCOG_60029327	hypothetical protein
CyCOG_60029328	hypothetical protein
CyCOG_60029329	hypothetical protein
CyCOG_60029330	Uncharacterized protein
CyCOG_60029331	Sulfotransferase family
CyCOG_60029332	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60029333	hypothetical protein
CyCOG_60029334	hypothetical protein
CyCOG_60029335	hypothetical protein
CyCOG_60029336	hypothetical protein
CyCOG_60029337	hypothetical protein
CyCOG_60029338	hypothetical protein
CyCOG_60029339	hypothetical protein
CyCOG_60029340	hypothetical protein
CyCOG_60029341	hypothetical protein
CyCOG_60029342	hypothetical protein
CyCOG_60029343	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60029344	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60029345	hypothetical protein
CyCOG_60029346	hypothetical protein
CyCOG_60029347	hypothetical protein
CyCOG_60029348	hypothetical protein
CyCOG_60029349	hypothetical protein
CyCOG_60029350	hypothetical protein
CyCOG_60029351	hypothetical protein
CyCOG_60029352	hypothetical protein
CyCOG_60029353	hypothetical protein
CyCOG_60029354	hypothetical protein
CyCOG_60029355	hypothetical protein
CyCOG_60029356	peroxiredoxin Q/BCP
CyCOG_60029357	peroxiredoxin Q/BCP
CyCOG_60029358	peroxiredoxin Q/BCP
CyCOG_60029359	hypothetical protein
CyCOG_60029360	protein of unknown function (DUF4214)
CyCOG_60029361	hypothetical protein
CyCOG_60029362	EpsG family protein
CyCOG_60029363	EpsG family protein
CyCOG_60029364	hypothetical protein
CyCOG_60029365	YMGG-like Gly-zipper
CyCOG_60029366	hypothetical protein
CyCOG_60029367	hypothetical protein
CyCOG_60029368	hypothetical protein
CyCOG_60029369	hypothetical protein
CyCOG_60029370	hypothetical protein
CyCOG_60029371	Saccharopine dehydrogenase, NADP-dependent
CyCOG_60029372	hypothetical protein
CyCOG_60029373	hypothetical protein
CyCOG_60029374	Choline kinase
CyCOG_60029375	hypothetical protein
CyCOG_60029376	hypothetical protein
CyCOG_60029377	hypothetical protein
CyCOG_60029378	hypothetical protein
CyCOG_60029379	hypothetical protein
CyCOG_60029380	hypothetical protein
CyCOG_60029381	hypothetical protein
CyCOG_60029382	hypothetical protein
CyCOG_60029383	hypothetical protein
CyCOG_60029384	hypothetical protein
CyCOG_60029385	hypothetical protein
CyCOG_60029386	hypothetical protein
CyCOG_60029387	hypothetical protein
CyCOG_60029388	hypothetical protein
CyCOG_60029389	hypothetical protein
CyCOG_60029390	hypothetical protein
CyCOG_60029391	small subunit ribosomal protein S16
CyCOG_60029392	hypothetical protein
CyCOG_60029393	hypothetical protein
CyCOG_60029394	hypothetical protein
CyCOG_60029395	hypothetical protein
CyCOG_60029396	methyltransferase, FkbM family
CyCOG_60029397	Sugar lactone lactonase YvrE
CyCOG_60029398	hypothetical protein
CyCOG_60029399	hypothetical protein
CyCOG_60029400	hypothetical protein
CyCOG_60029401	hypothetical protein
CyCOG_60029402	hypothetical protein
CyCOG_60029403	MYXO-CTERM domain-containing protein
CyCOG_60029404	2Fe-2S iron-sulfur cluster binding domain-containing protein
CyCOG_60029405	hypothetical protein
CyCOG_60029406	hypothetical protein
CyCOG_60029407	hypothetical protein
CyCOG_60029408	hypothetical protein
CyCOG_60029409	hypothetical protein
CyCOG_60029410	hypothetical protein
CyCOG_60029411	hypothetical protein
CyCOG_60029412	hypothetical protein
CyCOG_60029413	hypothetical protein
CyCOG_60029414	hypothetical protein
CyCOG_60029415	hypothetical protein
CyCOG_60029416	hypothetical protein
CyCOG_60029417	type I restriction enzyme M protein
CyCOG_60029418	Type I restriction-modification system methyltransferase subunit
CyCOG_60029419	Glycosyl transferase family 2
CyCOG_60029420	hypothetical protein
CyCOG_60029421	UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase
CyCOG_60029422	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase
CyCOG_60029423	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase
CyCOG_60029424	hypothetical protein
CyCOG_60029425	hypothetical protein
CyCOG_60029426	putative glycosyltransferase, TIGR04372 family
CyCOG_60029427	hypothetical protein
CyCOG_60029428	hypothetical protein
CyCOG_60029429	hypothetical protein
CyCOG_60029430	hypothetical protein
CyCOG_60029431	hypothetical protein
CyCOG_60029432	hypothetical protein
CyCOG_60029433	hypothetical protein
CyCOG_60029434	hypothetical protein
CyCOG_60029435	hypothetical protein
CyCOG_60029436	Maleate cis-trans isomerase
CyCOG_60029437	2-methylcitrate dehydratase PrpD
CyCOG_60029438	hypothetical protein
CyCOG_60029439	hypothetical protein
CyCOG_60029440	hypothetical protein
CyCOG_60029441	hypothetical protein
CyCOG_60029442	hypothetical protein
CyCOG_60029443	hypothetical protein
CyCOG_60029444	hypothetical protein
CyCOG_60029445	hypothetical protein
CyCOG_60029446	hypothetical protein
CyCOG_60029447	ABC-type transport system involved in resistance to organic solvents, permease component
CyCOG_60029448	hypothetical protein
CyCOG_60029449	Methyltransferase domain-containing protein
CyCOG_60029450	structural toxin protein RtxA
CyCOG_60029451	transaldolase
CyCOG_60029452	transaldolase
CyCOG_60029453	hypothetical protein
CyCOG_60029454	hypothetical protein
CyCOG_60029455	hypothetical protein
CyCOG_60029456	exonuclease
CyCOG_60029457	hypothetical protein
CyCOG_60029458	hypothetical protein
CyCOG_60029459	hypothetical protein
CyCOG_60029460	hypothetical protein
CyCOG_60029461	hypothetical protein
CyCOG_60029462	hypothetical protein
CyCOG_60029463	hypothetical protein
CyCOG_60029464	hypothetical protein
CyCOG_60029465	hypothetical protein
CyCOG_60029466	Outer membrane efflux protein
CyCOG_60029467	hypothetical protein
CyCOG_60029468	hypothetical protein
CyCOG_60029469	hypothetical protein
CyCOG_60029470	hypothetical protein
CyCOG_60029471	hypothetical protein
CyCOG_60029472	virus tail tube protein gp19
CyCOG_60029473	hypothetical protein
CyCOG_60029474	hypothetical protein
CyCOG_60029475	hypothetical protein
CyCOG_60029476	HsdM N-terminal domain-containing protein
CyCOG_60029477	Sugar phosphate isomerase/epimerase
CyCOG_60029478	type I restriction enzyme M protein
CyCOG_60029479	hypothetical protein
CyCOG_60029480	hypothetical protein
CyCOG_60029481	hypothetical protein
CyCOG_60029482	hypothetical protein
CyCOG_60029483	hypothetical protein
CyCOG_60029484	hypothetical protein
CyCOG_60029485	hypothetical protein
CyCOG_60029486	hypothetical protein
CyCOG_60029487	hypothetical protein
CyCOG_60029488	hypothetical protein
CyCOG_60029489	hypothetical protein
CyCOG_60029490	hypothetical protein
CyCOG_60029491	hypothetical protein
CyCOG_60029492	hypothetical protein
CyCOG_60029493	hypothetical protein
CyCOG_60029494	Glycosyltransferase sugar-binding region containing DXD motif-containing protein
CyCOG_60029495	hypothetical protein
CyCOG_60029496	hypothetical protein
CyCOG_60029497	hypothetical protein
CyCOG_60029498	hypothetical protein
CyCOG_60029499	hypothetical protein
CyCOG_60029500	hypothetical protein
CyCOG_60029501	hypothetical protein
CyCOG_60029502	hypothetical protein
CyCOG_60029503	hypothetical protein
CyCOG_60029504	hypothetical protein
CyCOG_60029505	hypothetical protein
CyCOG_60029506	hypothetical protein
CyCOG_60029507	hypothetical protein
CyCOG_60029508	hypothetical protein
CyCOG_60029509	hypothetical protein
CyCOG_60029510	hypothetical protein
CyCOG_60029511	hypothetical protein
CyCOG_60029512	hypothetical protein
CyCOG_60029513	hypothetical protein
CyCOG_60029514	Nucleoside-diphosphate-sugar epimerase
CyCOG_60029515	GtrA-like protein
CyCOG_60029516	hypothetical protein
CyCOG_60029517	hypothetical protein
CyCOG_60029518	hypothetical protein
CyCOG_60029519	hypothetical protein
CyCOG_60029520	dihydroneopterin aldolase
CyCOG_60029521	hypothetical protein
CyCOG_60029522	hypothetical protein
CyCOG_60029523	hypothetical protein
CyCOG_60029524	hypothetical protein
CyCOG_60029525	hypothetical protein
CyCOG_60029526	hypothetical protein
CyCOG_60029527	hypothetical protein
CyCOG_60029528	hypothetical protein
CyCOG_60029529	hypothetical protein
CyCOG_60029530	hypothetical protein
CyCOG_60029531	Zn-finger in Ran binding protein and
CyCOG_60029532	hypothetical protein
CyCOG_60029533	hypothetical protein
CyCOG_60029534	hypothetical protein
CyCOG_60029535	hypothetical protein
CyCOG_60029536	hypothetical protein
CyCOG_60029537	hypothetical protein
CyCOG_60029538	hypothetical protein
CyCOG_60029539	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family
CyCOG_60029540	hypothetical protein
CyCOG_60029541	hypothetical protein
CyCOG_60029542	hypothetical protein
CyCOG_60029543	hypothetical protein
CyCOG_60029544	Protein N-acetyltransferase, RimJ/RimL family
CyCOG_60029545	Acetyltransferase (GNAT) domain
CyCOG_60029546	hypothetical protein
CyCOG_60029547	hypothetical protein
CyCOG_60029548	hypothetical protein
CyCOG_60029549	hypothetical protein
CyCOG_60029550	hypothetical protein
CyCOG_60029551	hypothetical protein
CyCOG_60029552	hypothetical protein
CyCOG_60029553	hypothetical protein
CyCOG_60029554	hypothetical protein
CyCOG_60029555	Transketolase, pyrimidine binding domain
CyCOG_60029556	transketolase
CyCOG_60029557	transketolase
CyCOG_60029558	Transketolase, pyrimidine binding domain
CyCOG_60029559	Chlorophyll A-B binding protein
CyCOG_60029560	hypothetical protein
CyCOG_60029561	hypothetical protein
CyCOG_60029562	hypothetical protein
CyCOG_60029563	hypothetical protein
CyCOG_60029564	hypothetical protein
CyCOG_60029565	Sugar lactone lactonase YvrE
CyCOG_60029566	protein of unknown function (DUF4214)
CyCOG_60029567	Helix-turn-helix domain-containing protein
CyCOG_60029568	Helix-turn-helix domain-containing protein
CyCOG_60029569	Helix-turn-helix domain-containing protein
CyCOG_60029570	Helix-turn-helix domain
CyCOG_60029571	Ig-like domain (group 3)
CyCOG_60029572	hypothetical protein
CyCOG_60029573	hypothetical protein
CyCOG_60029574	hypothetical protein
CyCOG_60029575	hypothetical protein
CyCOG_60029576	hypothetical protein
CyCOG_60029577	hypothetical protein
CyCOG_60029578	hypothetical protein
CyCOG_60029579	hypothetical protein
CyCOG_60029580	hypothetical protein
CyCOG_60029581	hypothetical protein
CyCOG_60029582	hypothetical protein
CyCOG_60029583	hypothetical protein
CyCOG_60029584	prepilin-type N-terminal cleavage/methylation domain
CyCOG_60029585	hypothetical protein
CyCOG_60029586	hypothetical protein
CyCOG_60029587	hypothetical protein
CyCOG_60029588	hypothetical protein
CyCOG_60029589	hypothetical protein
CyCOG_60029590	hypothetical protein
CyCOG_60029591	hypothetical protein
CyCOG_60029592	hypothetical protein
CyCOG_60029593	hypothetical protein
CyCOG_60029594	hypothetical protein
CyCOG_60029595	hypothetical protein
CyCOG_60029596	hypothetical protein
CyCOG_60029597	hypothetical protein
CyCOG_60029598	hypothetical protein
CyCOG_60029599	Tfp pilus assembly protein PilF
CyCOG_60029600	ADP-heptose:LPS heptosyltransferase
CyCOG_60029601	peptidyl-prolyl cis-trans isomerase A (cyclophilin A)/peptidyl-prolyl cis-trans isomerase B (cyclophilin B)
CyCOG_60029602	Tetratricopeptide repeat-containing protein
CyCOG_60029603	hypothetical protein
CyCOG_60029604	hypothetical protein
CyCOG_60029605	hypothetical protein
CyCOG_60029606	Tetratricopeptide (TPR) repeat
CyCOG_60029607	hemolysin activator protein, HlyB family, putative
CyCOG_60029608	hypothetical protein
CyCOG_60029609	hypothetical protein
CyCOG_60029610	hypothetical protein
CyCOG_60029611	hypothetical protein
CyCOG_60029612	hypothetical protein
CyCOG_60029613	putative modification methylase
CyCOG_60029614	hypothetical protein
CyCOG_60029615	hypothetical protein
CyCOG_60029616	hypothetical protein
CyCOG_60029617	hypothetical protein
CyCOG_60029618	hypothetical protein
CyCOG_60029619	hypothetical protein
CyCOG_60029620	hypothetical protein
CyCOG_60029621	hypothetical protein
CyCOG_60029622	hypothetical protein
CyCOG_60029623	hypothetical protein
CyCOG_60029624	hypothetical protein
CyCOG_60029625	hypothetical protein
CyCOG_60029626	hypothetical protein
CyCOG_60029627	hypothetical protein
CyCOG_60029628	hypothetical protein
CyCOG_60029629	hypothetical protein
CyCOG_60029630	Nucleoside-diphosphate-sugar epimerase
CyCOG_60029631	hypothetical protein
CyCOG_60029632	hypothetical protein
CyCOG_60029633	hypothetical protein
CyCOG_60029634	hypothetical protein
CyCOG_60029635	hypothetical protein
CyCOG_60029636	hypothetical protein
CyCOG_60029637	hypothetical protein
CyCOG_60029638	hypothetical protein
CyCOG_60029639	hypothetical protein
CyCOG_60029640	hypothetical protein
CyCOG_60029641	hypothetical protein
CyCOG_60029642	hypothetical protein
CyCOG_60029643	Macrocin-O-methyltransferase (TylF)
CyCOG_60029644	Astacin (Peptidase family M12A).
CyCOG_60029645	peptidase, metallopeptidase
CyCOG_60029646	hypothetical protein
CyCOG_60029647	hypothetical protein
CyCOG_60029648	Peptidase M10 serralysin C terminal
CyCOG_60029649	hypothetical protein
CyCOG_60029650	hypothetical protein
CyCOG_60029651	pre-peptidase C-terminal domain-containing protein
CyCOG_60029652	hypothetical protein
CyCOG_60029653	hypothetical protein
CyCOG_60029654	hypothetical protein
CyCOG_60029655	hypothetical protein
CyCOG_60029656	hypothetical protein
CyCOG_60029657	hypothetical protein
CyCOG_60029658	hypothetical protein
CyCOG_60029659	hypothetical protein
CyCOG_60029660	hypothetical protein
CyCOG_60029661	hypothetical protein
CyCOG_60029662	hypothetical protein
CyCOG_60029663	Short-chain dehydrogenase
CyCOG_60029664	hypothetical protein
CyCOG_60029665	hypothetical protein
CyCOG_60029666	hypothetical protein
CyCOG_60029667	hypothetical protein
CyCOG_60029668	hypothetical protein
CyCOG_60029669	hypothetical protein
CyCOG_60029670	hypothetical protein
CyCOG_60029671	hypothetical protein
CyCOG_60029672	hypothetical protein
CyCOG_60029673	hypothetical protein
CyCOG_60029674	methyltransferase, FkbM family
CyCOG_60029675	hypothetical protein
CyCOG_60029676	hypothetical protein
CyCOG_60029677	hypothetical protein
CyCOG_60029678	Concanavalin A-like lectin/glucanases superfamily protein
CyCOG_60029679	hypothetical protein
CyCOG_60029680	virion structural protein
CyCOG_60029681	hypothetical protein
CyCOG_60029682	hypothetical protein
CyCOG_60029683	hypothetical protein
CyCOG_60029684	fiber protein
CyCOG_60029685	hypothetical protein
CyCOG_60029686	hypothetical protein
CyCOG_60029687	ribonucleoside-diphosphate reductase alpha subunit
CyCOG_60029688	hypothetical protein
CyCOG_60029689	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60029690	hypothetical protein
CyCOG_60029691	hypothetical protein
CyCOG_60029692	hypothetical protein
CyCOG_60029693	hypothetical protein
CyCOG_60029694	hypothetical protein
CyCOG_60029695	hypothetical protein
CyCOG_60029696	hypothetical protein
CyCOG_60029697	hypothetical protein
CyCOG_60029698	Putative sterol carrier protein
CyCOG_60029699	hypothetical protein
CyCOG_60029700	hypothetical protein
CyCOG_60029701	hypothetical protein
CyCOG_60029702	hypothetical protein
CyCOG_60029703	hypothetical protein
CyCOG_60029704	Site-specific recombinase XerD
CyCOG_60029705	hypothetical protein
CyCOG_60029706	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60029707	hypothetical protein
CyCOG_60029708	hypothetical protein
CyCOG_60029709	Glycosyl transferases group 1
CyCOG_60029710	hypothetical protein
CyCOG_60029711	hypothetical protein
CyCOG_60029712	hypothetical protein
CyCOG_60029713	hypothetical protein
CyCOG_60029714	hypothetical protein
CyCOG_60029715	hypothetical protein
CyCOG_60029716	hypothetical protein
CyCOG_60029717	hypothetical protein
CyCOG_60029718	Bacteriophage head to tail connecting protein
CyCOG_60029719	hypothetical protein
CyCOG_60029720	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
CyCOG_60029721	hypothetical protein
CyCOG_60029722	hypothetical protein
CyCOG_60029723	hypothetical protein
CyCOG_60029724	hypothetical protein
CyCOG_60029725	hypothetical protein
CyCOG_60029726	hypothetical protein
CyCOG_60029727	hypothetical protein
CyCOG_60029728	hypothetical protein
CyCOG_60029729	hypothetical protein
CyCOG_60029730	hypothetical protein
CyCOG_60029731	hypothetical protein
CyCOG_60029732	hypothetical protein
CyCOG_60029733	hypothetical protein
CyCOG_60029734	hypothetical protein
CyCOG_60029735	hypothetical protein
CyCOG_60029736	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
CyCOG_60029737	hypothetical protein
CyCOG_60029738	hypothetical protein
CyCOG_60029739	hypothetical protein
CyCOG_60029740	protein of unknown function (DUF4214)
CyCOG_60029741	hypothetical protein
CyCOG_60029742	hypothetical protein
CyCOG_60029743	hypothetical protein
CyCOG_60029744	hypothetical protein
CyCOG_60029745	hypothetical protein
CyCOG_60029746	hypothetical protein
CyCOG_60029747	hypothetical protein
CyCOG_60029748	hypothetical protein
CyCOG_60029749	Zn-dependent protease with chaperone function
CyCOG_60029750	hypothetical protein
CyCOG_60029751	hypothetical protein
CyCOG_60029752	hypothetical protein
CyCOG_60029753	hypothetical protein
CyCOG_60029754	hypothetical protein
CyCOG_60029755	probable MPT-synthase sulfurylase
CyCOG_60029756	hypothetical protein
CyCOG_60029757	hypothetical protein
CyCOG_60029758	hypothetical protein
CyCOG_60029759	hypothetical protein
CyCOG_60029760	hypothetical protein
CyCOG_60029761	hypothetical protein
CyCOG_60029762	hypothetical protein
CyCOG_60029763	hypothetical protein
CyCOG_60029764	hypothetical protein
CyCOG_60029765	hypothetical protein
CyCOG_60029766	hypothetical protein
CyCOG_60029767	hypothetical protein
CyCOG_60029768	hypothetical protein
CyCOG_60029769	Exodeoxyribonuclease VII small subunit
CyCOG_60029770	hypothetical protein
CyCOG_60029771	hypothetical protein
CyCOG_60029772	hypothetical protein
CyCOG_60029773	hypothetical protein
CyCOG_60029774	hypothetical protein
CyCOG_60029775	hypothetical protein
CyCOG_60029776	Deoxyribodipyrimidine photolyase
CyCOG_60029777	DNA photolyase
CyCOG_60029778	deoxyribodipyrimidine photo-lyase
CyCOG_60029779	hypothetical protein
CyCOG_60029780	hypothetical protein
CyCOG_60029781	hypothetical protein
CyCOG_60029782	hypothetical protein
CyCOG_60029783	hypothetical protein
CyCOG_60029784	hypothetical protein
CyCOG_60029785	hypothetical protein
CyCOG_60029786	hypothetical protein
CyCOG_60029787	hypothetical protein
CyCOG_60029788	hypothetical protein
CyCOG_60029789	hypothetical protein
CyCOG_60029790	GDPmannose 4,6-dehydratase
CyCOG_60029791	GDP-4-dehydro-6-deoxy-D-mannose reductase
CyCOG_60029792	dTDP-glucose 4,6-dehydratase
CyCOG_60029793	GDP-4-dehydro-6-deoxy-D-mannose reductase
CyCOG_60029794	CDP-glucose 4,6-dehydratase
CyCOG_60029795	GDP-D-mannose dehydratase
CyCOG_60029796	GDP-D-mannose dehydratase
CyCOG_60029797	Hemolysin-type calcium-binding repeat-containing protein
CyCOG_60029798	Ig-like domain (group 3)
CyCOG_60029799	Ca2+-binding protein, RTX toxin-related
CyCOG_60029800	hypothetical protein
CyCOG_60029801	hypothetical protein
CyCOG_60029802	hypothetical protein
CyCOG_60029803	VCBS repeat-containing protein
CyCOG_60029804	VCBS repeat
CyCOG_60029805	hypothetical protein
CyCOG_60029806	hypothetical protein
CyCOG_60029807	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
CyCOG_60029808	hypothetical protein
CyCOG_60029809	hypothetical protein
CyCOG_60029810	Chaperone of endosialidase
CyCOG_60029811	hypothetical protein
CyCOG_60029812	Phage T7 tail fibre protein
CyCOG_60029813	two-component system, OmpR family, phosphate regulon response regulator PhoB
CyCOG_60029814	hypothetical protein
CyCOG_60029815	hypothetical protein
CyCOG_60029816	hypothetical protein
CyCOG_60029817	hypothetical protein
CyCOG_60029818	hypothetical protein
CyCOG_60029819	Glycosyl transferases group 1
CyCOG_60029820	hypothetical protein
CyCOG_60029821	hypothetical protein
CyCOG_60029822	hypothetical protein
CyCOG_60029823	hypothetical protein
CyCOG_60029824	hypothetical protein
CyCOG_60029825	Ribbon-helix-helix protein, copG family
CyCOG_60029826	hypothetical protein
CyCOG_60029827	hypothetical protein
CyCOG_60029828	hypothetical protein
CyCOG_60029829	hypothetical protein
CyCOG_60029830	hypothetical protein
CyCOG_60029831	hypothetical protein
CyCOG_60029832	hypothetical protein
CyCOG_60029833	hypothetical protein
CyCOG_60029834	PDDEXK-like protein of unknown function (DUF3799)
CyCOG_60029835	hypothetical protein
CyCOG_60029836	hypothetical protein
CyCOG_60029837	hypothetical protein
CyCOG_60029838	hypothetical protein
CyCOG_60029839	hypothetical protein
CyCOG_60029840	MscS family membrane protein
CyCOG_60029841	conserved hypothetical protein
CyCOG_60029842	conserved hypothetical protein
CyCOG_60029843	hypothetical protein
CyCOG_60029844	NAD(P)-binding Rossmann-like domain-containing protein
CyCOG_60029845	hypothetical protein
CyCOG_60029846	Protoporphyrinogen oxidase
CyCOG_60029847	Tetratricopeptide (TPR) repeat
CyCOG_60029848	hypothetical protein
CyCOG_60029849	hypothetical protein
CyCOG_60029850	hypothetical protein
CyCOG_60029851	Serine protease, subtilase family protein
CyCOG_60029852	hypothetical protein
CyCOG_60029853	Tryptophan-rich Synechocystis species C-terminal domain-containing protein
CyCOG_60029854	hypothetical protein
CyCOG_60029855	hypothetical protein
CyCOG_60029856	periplasmic chaperone for outer membrane proteins SurA
CyCOG_60029857	Phosphotransferase enzyme family protein
CyCOG_60029858	hypothetical protein
CyCOG_60029859	hypothetical protein
CyCOG_60029860	hypothetical protein
CyCOG_60029861	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
CyCOG_60029862	hypothetical protein
CyCOG_60029863	hypothetical protein
CyCOG_60029864	hypothetical protein
CyCOG_60029865	hypothetical protein
CyCOG_60029866	hypothetical protein
CyCOG_60029867	hypothetical protein
CyCOG_60029868	hypothetical protein
CyCOG_60029869	Membrane associated serine protease, rhomboid family
CyCOG_60029870	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60029871	Tryptophan-rich Synechocystis species C-terminal domain-containing protein
CyCOG_60029872	hypothetical protein
CyCOG_60029873	hypothetical protein
CyCOG_60029874	hypothetical protein
CyCOG_60029875	hypothetical protein
CyCOG_60029876	virion structural protein
CyCOG_60029877	hypothetical protein
CyCOG_60029878	Fucose 4-O-acetylase
CyCOG_60029879	hypothetical protein
CyCOG_60029880	hypothetical protein
CyCOG_60029881	hypothetical protein
CyCOG_60029882	hypothetical protein
CyCOG_60029883	Phage-related baseplate assembly protein
CyCOG_60029884	hypothetical protein
CyCOG_60029885	hypothetical protein
CyCOG_60029886	hypothetical protein
CyCOG_60029887	hypothetical protein
CyCOG_60029888	hypothetical protein
CyCOG_60029889	hypothetical protein
CyCOG_60029890	hypothetical protein
CyCOG_60029891	hypothetical protein
CyCOG_60029892	hypothetical protein
CyCOG_60029893	hypothetical protein
CyCOG_60029894	hypothetical protein
CyCOG_60029895	hypothetical protein
CyCOG_60029896	hypothetical protein
CyCOG_60029897	Phytanoyl-CoA dioxygenase (PhyH)
CyCOG_60029898	hypothetical protein
CyCOG_60029899	hypothetical protein
CyCOG_60029900	hypothetical protein
CyCOG_60029901	hypothetical protein
CyCOG_60029902	hypothetical protein
CyCOG_60029903	hypothetical protein
CyCOG_60029904	PIN domain-containing protein
CyCOG_60029905	hypothetical protein
CyCOG_60029906	hypothetical protein
CyCOG_60029907	hypothetical protein
CyCOG_60029908	hypothetical protein
CyCOG_60029909	hypothetical protein
CyCOG_60029910	hypothetical protein
CyCOG_60029911	hypothetical protein
CyCOG_60029912	hypothetical protein
CyCOG_60029913	hypothetical protein
CyCOG_60029914	hypothetical protein
CyCOG_60029915	hypothetical protein
CyCOG_60029916	hypothetical protein
CyCOG_60029917	hypothetical protein
CyCOG_60029918	hypothetical protein
CyCOG_60029919	hypothetical protein
CyCOG_60029920	hypothetical protein
CyCOG_60029921	hypothetical protein
CyCOG_60029922	Subtilisin-like serine proteases
CyCOG_60029923	hypothetical protein
CyCOG_60029924	hypothetical protein
CyCOG_60029925	hypothetical protein
CyCOG_60029926	hypothetical protein
CyCOG_60029927	hypothetical protein
CyCOG_60029928	hypothetical protein
CyCOG_60029929	hypothetical protein
CyCOG_60029930	hypothetical protein
CyCOG_60029931	hypothetical protein
CyCOG_60029932	hypothetical protein
CyCOG_60029933	Methylase of chemotaxis methyl-accepting proteins
CyCOG_60029934	arabinose-5-phosphate isomerase
CyCOG_60029935	putative acetazolamide conferring resistance protein Zam
CyCOG_60029936	hypothetical protein
CyCOG_60029937	hypothetical protein
CyCOG_60029938	hypothetical protein
CyCOG_60029939	hypothetical protein
CyCOG_60029940	hypothetical protein
CyCOG_60029941	putative glycosyltransferase, TIGR04372 family
CyCOG_60029942	hypothetical protein
CyCOG_60029943	hypothetical protein
CyCOG_60029944	hypothetical protein
CyCOG_60029945	Matrixin
CyCOG_60029946	hypothetical protein
CyCOG_60029947	hypothetical protein
CyCOG_60029948	hypothetical protein
CyCOG_60029949	hypothetical protein
CyCOG_60029950	hypothetical protein
CyCOG_60029951	hypothetical protein
CyCOG_60029952	hypothetical protein
CyCOG_60029953	hypothetical protein
CyCOG_60029954	hypothetical protein
CyCOG_60029955	hypothetical protein
CyCOG_60029956	hypothetical protein
CyCOG_60029957	hypothetical protein
CyCOG_60029958	tRNA synthetases class I (I, L, M and V)
CyCOG_60029959	Isoleucyl-tRNA synthetase
CyCOG_60029960	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60029961	hypothetical protein
